Book,Chapter,Verse,Text
მათე,3,16,მთელი წერილი ღვთივსუღლიერია და სასარგებლოა სასწა-
მათე,3,17,"რათა სრულყოფილი იყოს ღვთის კაცი, ყოველი კეთილი"
მათე,4,1,"ამრიგად, გიმოწმებ ღვთისა და ქრისტე იესოს წინაშე,"
მათე,4,2,"იქადაგე სიტყვა, დაჟინებით, დროულად და უდროოდ,"
მათე,4,3,"ვინაიდან დადგება დრო, როდესაც საღ მოძღვრებას არ"
მათე,4,4,ჭეშმარიტებას აარიდებენ ყურს და ზღაპრებისაკენ მიმარ-
მათე,4,5,"მაგრამ შენ ფხიზლად იყავი ყველაფერში, დაითმინე"
მათე,4,6,"ვინაიდან მე უკვე გამზადებული ვარ სამსხვერპლოდ,"
მათე,4,7,"გეთილი ბრძოლით ვიბრძოდი, განვლე ასპარეზი, რწმენა"
მათე,4,8,"ახლა გი მომელის მე სიმართლის გვირგვინი, რომელსაც"
მათე,4,9,"ისწრაფე, რომ მალე მოხვიდე ჩემთან."
მათე,4,10,"ვინაიდან დემასმა შეიყვარა ეს წუთისოფელი, მიმატოვა მე"
მათე,4,11,"აიყვანე მარკოხი და თან წამოიყვანე, ვინაიდან მჭირდება"
მათე,4,12,"ტვიქიკოსი ეფესოში მივაგლინე. საქ.20,4."
მათე,4,13,"მოსასხამი, რომელიც ტროაში დავტოვე გარპესთან, წამო-"
მათე,4,15,"შენც უფრთხილდი მას, გინაიდან იგი ძალიან ეწინაა-"
მათე,4,17,"ხოლო უფალი ამომიდგა მე და გამაძლიერა, რათა ჩემი"
მათე,4,18,დამიხსნის უფალი ყოველი ბოროტისგან და დამიცაგს
მათე,4,19,მომიკითხე პრისკილა და აკვილა და ონისიფორესის სახ-
მათე,4,20,"გრასტოსი კორინთოში დარჩა, ხოლო ტროფიმოსი ავა“"
მათე,4,21,"ისწრაფე, რომ ზამთრამდე მოხვიდე. მოგიკითხავენ ეგბუ-"
მათე,4,22,უფალი შენს სულთან. მადლი თქვენთან. ამინ. ფილ.1.25.
მათე,1,2,საუგ·უნო სიცოცხლის იმედით რომელიც აღუთქვა
მათე,1,3,ხოლო თაგის დროხე გამოაცხადა თავისი სიტყვა ქადაგე“
მათე,1,4,"ტიტეს, ნამდვიღ შვილს საერთო რწმენაში, მადლი,"
მათე,1,5,"იმისათვის დაგტოვე შენ გრეტაში, რომ დაასრულო დაუ-"
მათე,1,7,"ვინაიდან ეპისკოპოსი უნდა იყოს უმწიკვლო, როგორც"
მათე,1,8,"არამედ სტუმართმოყვარე, გეთილის მოყვარული, აზრიანი,"
მათე,1,9,"სარწმუნო სიტყვის მიმდევარი, მოძღვრების მიხედვით,"
მათე,1,10,"ვინაიდან ბევრია ურჩი, ყბედი და მატყუარა, განსაკუ-"
მათე,1,11,რომლებსაც უნდა აეკრათ პირები: ისინი რყვნიან მთელ
მათე,1,12,"ერთერთმა მათგანმა, მათმავე წინასწარმეტყველმა თქვა:"
მათე,1,13,ეს მოწმობა სამართღიანია. ამ მიზეზით ამხილე ისინი
მათე,1,14,ყურად არ იღონ იუდეველთა ზღაპრები და იმ გაცთა
მათე,1,15,"წმიდათათგის ყველაფერი წმიდაა, ხოლო წაბილწულთა და"
მათე,1,16,"ისინი სიტყვით აღიარებენ ღმერთს, საქმეებით კი უარ-"
მათე,2,1,"შენ კი ილაპარაკე ის, რაც შეჰფერის საღ მოძღვრებას,"
მათე,2,2,"რათა ბერიკაცები ი ვნ ნ ფხიზე ნი, ღირსეულნი, აზრი-"
მათე,2,3,"ასევე მოხუცი დედაკაცებიც =5გ ქცეგით ღირსეულნი, არა"
მათე,2,4,"რათა ასწავლონ ყმაწვილქალებს უყვარდეთ ქმრები,"
მათე,2,6,"ჭაბუკებსაც შეაგონე, რომ თაგშეკავებულნი იყგნენ."
მათე,2,7,ყველაფერში გამოიჩინე თავი კეთილ საქმეთა ნიმუშად:
მათე,2,464,ტიტე 3
მათე,2,8,"სიტყვა ნათელი, უკიცხველი, რათა მოწინააღმდეგეს"
მათე,2,9,"მონები თავიანთ ბატონებს დაემორჩილონ ყველაფერში,"
მათე,2,10,"არაფერი მოიპარონ, არამედ გამოიჩინონ სრული ერთგუ-"
მათე,2,11,"ვინაიდან გამოჩნდა ღვთის მადლი, ყველა ადამიანის"
მათე,2,12,"ჩვენს დასამოძღგრად, რათა უარვყოთ უღვთოება და"
მათე,2,13,მოველოდეთ ნეტარ სასოებას და ჩვენი დიდი ღგთისა და
მათე,2,14,"რომელმაც თავი დასდო ჩვენთვის, რათა გამოვესყიდეთ"
მათე,2,15,"ეს ელაპარაკე, შეაგონე და ამხილე მთელი ძალით, ნურც"
მათე,3,1,შეახსენე მათ: დაემორჩილონ და მოუსმინონ განმგებელთ
მათე,3,2,"არავინ დაძრახონ, იყვნენ აარიდა - არენი, შემწყნა-"
მათე,3,3,"ვინაიდან ოდესღაც ჩვენც ვიყავით უმეცარნი, ურჩნი, გზა-"
მათე,3,4,"ხოლო, როცა გამოჩნდა ჩვენი მაცხოვარი ღვთის სახიერება"
მათე,3,5,"მან გვიხსნა არა მართალი საქმეების გამო, რომლებიც ჩგენ"
მათე,3,6,რომელიც უხვად მოგვეფინა 'ჩვენ ჩვენი მაცხოგრის იესო
მათე,3,7,"რათა, მისი მადლით გამართლებულები, გავხდეთ საუკუნო"
მათე,3,8,"სარწმუნოა სიტყვა. მე მსურს, რომ შენ მტკიცედ იდგე"
მათე,3,9,"მოერიდე სულელურ პაექრობას, გგარ-ტომობას, გინკლაო-"
მათე,3,10,"მწგალებელს, პირველი და მეორე შეგონების შემდეგ,"
მათე,3,12,"როცა გამოგიგზავნი არტემასს და ტვიქიკოსს, გამოე შურე"
მათე,3,14,ჩვენიანებმაც ისწავლონ გეთილი საქმეების გეთება უგი-
მათე,3,15,"ყველა ჩემთან მყოფი მოგიკითხავს შენ. მოკითხვა, ვისაც"
მათე,3,1,"ბავლე, ქრისტე იესოს პატიმარი, და ძმა ტიმოთე, ფილი-"
მათე,3,2,"და აპფიას, საყვარელ დას და არქიპოსს, ჩვენს თანამებრ-"
მათე,3,4,"გმადლობ ჩემს ღმერთს, ყოველთვის გიხსენებ ჩემს"
მათე,3,8,"მესმის რა შენი სიყვარული და რწმენა, რომელიც შენ"
მათე,3,6,რათა შენი რწმენის ზიარება გახდეს ქმედითი ყოველი
მათე,3,7,ცინაიდან მე დიდი სიხარული და ნუგეში მქონდა შენს
მათე,3,8,"ამიტომ, რაკი ქრისტეში მაქვს დიდი სითამამე, რომ"
მათე,3,10,"გთხოვ ჩემს შვილ ონისიმოსზე, რომელიც ვშვი ჩემს ბორ-"
მათე,3,11,"იგი ოდესღაც გამოუსადეგარი იყო შენთვის, ახლა გი"
მათე,3,12,"ხოლო შენ მიიღე იგი, როგორც ჩემი გული."
მათე,3,13,"მინდოდა ჩემთან დამეყენებინა იგი, რათა შენს მაგივრად"
მათე,3,14,მაგრამ შენი თანხმობის გარეშე არაფრის გაკეთება არ
მათე,3,15,"ვინაიდან, იქნებ იმიტომ დაგშორდა დროებით, რომ სამუ-"
მათე,3,16,"უკვე არა როგორც მონა, არამედ მონაზე მეტი, საყვარელი"
მათე,3,17,"მაშ, თუ თანაზიარად მიგაჩნივარ, მიიღე ის, ვითომც მე"
მათე,3,18,"თუ რამე გაწყენინა ან მართებს, მე მომკითხე."
მათე,3,19,"მე, პავლემ, დავწერე ჩემი ხელით: მე გადაგიხდი, რათა არ"
მათე,3,20,"მაშ, ასე, ძმაო, ვიხარებდე შენგან უფალში. გაახალისე"
მათე,3,21,"შენი მორჩილების იმედით მოგწერე და ვიცი, რომ იმაზე"
მათე,3,22,"იმავდროულად გამიმზადე ბინაც, ვინაიდან ვიმედოვნებ,"
მათე,3,23,მოგიკითხავენ შენ ეპაფრასი ჩემი თანაპატიმარი ქრისტე
მათე,3,24,"მარკოზი, არისტარქოსი, დემასი, ლუკა – ჩემი თანამშრომ-"
მათე,3,25,ჩვენი უფლის იესო ქრისტეს მადლი თქვენს სულთან. ამინ.
მათე,1,1,"ღმერთი, ძველთაგან მრავალჯერ და მრავალი სახით ელა-"
მათე,1,2,"ამ უკანასკნელ დღეებში გველაპარაკა ძეში, რომელიც დაა“"
მათე,1,8,"იგია დიდების ბრწყინვალება და მისი არსების ანარეკლი,"
მათე,1,4,"ანგელოზებზე იმდენადვე უკეთესი გახდა, რამდენადაც"
მათე,1,5,"ვინაიდან, რომელი ანგელოზისათვის უთქვამს ოდესმე:"
მათე,1,6,"ასევე, როცა კვლავ შემოჰყავს პირმშო ქვეყნად, ამბობს:"
მათე,1,8,"ძეზე გი: „შენი ტახტი, ღმერთო, უკუნითი უგუნისამდეა,"
მათე,1,9,"შენ შეიყვარე სიმართლე და შეიძულე ურჯულოება, ამი-"
მათე,1,10,"და: „შენ დააფუმნე, უფალო, თავდაპირველად მიწა, და ცა"
მათე,1,11,"ისინი დაიღუპებიან, შენ გი დარჩები, და ყოველივე"
მათე,1,12,მოსასხამივით დაგორგლავ მათ და სამოსელივით გამოიცვ-
მათე,1,13,ანგელოზთაგან რომლისთვის უთქვამს ოდესმე: „დაჯექი
მათე,1,14,განა ყველანი მომსახურე სულები არ არიან. მათდა სამსა-
მათე,2,1,ამიტომ გვმართებს მეტი გულისყურით გიყოთ მოსმენი-
მათე,2,2,"ვინაიდან, თუ ანგელოხების მიერ ნათქვამი სიტყვა მტკიცე"
მათე,2,3,მაშ. როგორ გადავრჩებით უგულებელმყოფელნი ესოდენ
მათე,2,4,"ღვთის მიერ ნიშნების, სასწაულების, და სხვადასხვა ძალე-"
მათე,2,5,"ვინაიდან, ანგელოხებს როდი დაუმორჩილა ღმერთმა მომა-"
მათე,2,6,ვიღაცას სადღაც დაუმოწმებია და უთქვამს: „რა არის
მათე,2,7,ოდნავ დაამცირე იგი ანგელოზთა წინაშე. დიდებით და
მათე,2,8,"ყოგელივე დაუმორჩილე მის ფერხთა ქვეშ.” ხოლო, როცა"
მათე,2,470,ებრაელთა 3
მათე,2,9,"მაგრამ ვხედავთ, რომ სიკვდილის განცდის გამო დიდებით"
მათე,2,10,"გინაიდან შეპფეროდა მას, ვისთვისაც არის ყოველივე და"
მათე,2,11,ვინაიდან განმწმედელი და განწმედილნიც ყველანი ერთი-
მათე,2,12,"და ამბობს; „ვაუწყებ შენს სახელს ჩემს ძმებს, კრებულს"
მათე,2,13,"და კიდევ: „მივენდობი მას.” და გიდევ: „აგერ, მე და"
მათე,2,14,"რაკი ბავშვები სისხლისა და ხორცის მოზიარენი არიან,"
მათე,2,15,"და გაათავისუფლოს ისინი, ვინც სიკვდილის შიშით მთელი"
მათე,2,16,"ვინაიდან, ანგელოზებს გი არ ღებულობს, არამედ აბრაამის"
მათე,2,17,"ამიტომ იგი ყველაფერში უნდა დამსგავსებოდა ძმებს,"
მათე,2,18,"გინაიდან, როგორც თგითონ იტანჯა და გამოიცადა, ისე"
მათე,3,1,"ამიტომ, ძმანო წმიდანო, ზეციური მოწოდების ზიარნო,"
მათე,3,2,"რომელიც თავისი ამომრჩევლის ერთგულია, როგორც მოსე"
მათე,3,3,"ვინაიდან ის მოსესთან შედარებით მეტი დიდების ღირსია,"
მათე,3,4,"ვინაიდან ყოველ სახლს ვინმე აშენებს, ხოლო ყოველივეს"
მათე,3,5,"თუ მოსეც ერთგული იყო მთელ მის სახლში, როგორც"
მათე,3,6,ხოლო ქრისტე – როგორც ძე მის სახლში. ჩვენ კი მისი
მათე,3,7,"ამიტომაც, როგორც სულიწმიდა ამბობს: „დღეს, როცა"
მათე,3,8,"ნუ გაიქვავებთ გულებს, როგორც უდაბნოში გამოცდის"
მათე,3,9,სადაც გამომცადეს მე თქგენმა მამებმა და ხედავდნენ ჩემს
მათე,3,10,ამიტომ განვრისხდი იმ მოდგმაზე და ვთქვგი: მუდამ
მათე,3,11,"ამიტომ დავიფიცე ჩემი რისხვისას: ""გერ შემოვლენ ისინი"
მათე,3,12,"თვალი გეჭიროთ, ძმებო, რომ ვინმე თქვენგანს არ პქონდეს"
მათე,3,13,"არამედ შეაგონებდეთ ერთმანეთს ყოველდღე, გიდრეღა"
მათე,3,14,"ვინაიდან ქრისტეს თანაზიარნი გავხდით, თუკი რწმენის"
მათე,3,15,"ვიდრეღა ითქმის: „დღეს, როცა მოისმენთ მის ხმას, ნუ"
მათე,3,16,"ვინ იყო, რომ მოისმინა და დრტვინვა იწყო? ყველა ხომ"
მათე,3,17,"მაშ, ვიღაზე მრისხანებდა იგი ორმოც წელიწადს? თუ არა"
მათე,3,18,"ვის დაუფიცა, რომ ვერ შევიდოდნენ მის სიმშვიდეში, თუ"
მათე,3,472,ებრაელთა 4
მათე,4,1,"ამიტომ გვე შინოდეს, რათა, ვიდრე რჩება აღთქმა მის"
მათე,4,3,"ხოლო სიმშვიდეში შევდივართ ჩვენ, მორწმუნენი,"
მათე,4,4,ვინაიდან მეშვიდე დღეზე სადღაც ასე თქმულა: „და დაი-
მათე,4,5,და იმავე ადგილას კიდევ: „ვერ შემოვლენ ჩემს სიმშვი-
მათე,4,6,"მაშ. რაკი ზოგს შეუძლია მასში შესვღა, ისინი გი,"
მათე,4,7,"კვლავ აწესებს გარკვეულ დღეს, – „დღეს, ამბობს დავი- თით, ესოდენ ხანგრძლივი დროის შემდ ეგ, როგორც ზემოთაა"
მათე,4,8,"ვინაიდან, იესო ნავეს ძეს რომ მიენიჭებინა მათთვის"
მათე,4,9,ამისათვის გიდევ რჩება შაბათის სიმშვიდე ღვთის ხალხი-
მათე,4,10,"ვინაიდან, ვინც მის სიმშვიდეში შეგიდა, მან თვითონაც"
მათე,4,11,"მაშ, ვეცადოთ, შევიდ ეთ იმ სიმშვიდეში, რათა არავინ"
მათე,4,12,"ვინაიდან ღვთის სიტყვა არის ცოცხალი, მოქმედი და"
მათე,4,13,"არც ერთი ქმნილება არ არის დაფარული მისი ხედვისგან,"
მათე,4,14,"და ახლა, როცა ჩვენ გვყავს დიდი მღვდელმთავარი, რომე-"
მათე,4,15,"ვინაიდან ისეთი მღვდელმთავარი როდი გვყავს, რომ ვერ"
მათე,4,16,"აბა, თამამად მივეახლოთ მადლის ტახტს, რომ მივიღოთ"
მათე,5,1,"ვინაიდან ყოველი მღგდელმთავარი, ადამიანთაგან ამორ-"
მათე,5,2,"მას ძალუძს შეიწყნაროს უმეცრები და გზასაცდენილები,"
მათე,5,4,"და არავინ თავისით არ ღებულობს ამ პატივს, არამედ"
მათე,5,5,"ასევე ქრისტეს არ უდიდებია თავისი თავი, რომ მღვდელ-"
მათე,5,6,როგორც სხვა ადგილასაც ამბობს: „შენ მღვდელი ხარ
მათე,5,8,"და თუმცა ძე იყო, მან ტანჯგის მეოხებით ისწავლა მორ-"
მათე,5,9,"და იგი სრულქმნილი, მარადიული ხსნის მიხეხი შეიქმნა"
მათე,5,10,და ღგთის მიერ ეწოდა მას მღგდელმთავარი მელქისედეკის
მათე,5,11,"ბევრი გვაქვს ჩვენ სალაპარაკო ამაზე, მაგრამ ძნელია"
მათე,5,12,"ვინაიდან, დროის მიხედვით თუ ვიმსჯელებთ, თქვენ"
მათე,5,13,"ვინაიდან ყოველი, ვინც რძით იკვებება, გამოუცდელია"
მათე,5,14,"მაგარი საჭმელი განკუთვნილია სრულთათვის, რომელთა"
მათე,5,474,ებრაელთა 6
მათე,6,1,"ამიტომ, დავტოვოთ ქრისტეს სიტყვის საწყისები და"
მათე,6,2,"ნათლობათა, ხელების დასხმისა, მკვდართა აღდგომისა და"
მათე,6,3,"ამას გავაკეთებთ, თუ ღმერთი ნებას მოგვცემს."
მათე,6,4,"გინაიდან შეუძლებელია,რომ ერთხელ უკვე განათლებულნი,"
მათე,6,5,"გემო უნახეს ღვთის გეთილ სიტყვას და საუკუნო ძალებს,"
მათე,6,6,"და მერე დაცემულნი კვლავ განახლდნენ მოსანანიებლად,"
მათე,6,7,ვინაიდან მიწა რომელიც იწოვს მასხე მრავალგხის
მათე,6,8,"ხოლო, რომელიც იძლევა ეგალსა და გუროსთავს, უვარგი-"
მათე,6,9,"მაგრამ, საყვარელნო, ჩვენ გვჯერა, რომ უკეთესნი ხართ"
მათე,6,10,"ვინაიდან ღმერთი არაა უსამართლო, რომ დაივიწყოს"
მათე,6,11,"მაგრამ გვსურს, რომ ყოველი თქვენგანი, იმედის სისრუ-"
მათე,6,12,"რათა არ გაზარმაცდეთ, არამედ მიბაძოთ მათ, ვინც"
მათე,6,13,"გინაიდან ღმერთი, აძლევდა რა აღთქმას აბრაამს, რაკი არ"
მათე,6,14,"უთხრა: „ჭეშმარიტად, კურთხევით გაკურთხებ შენ და"
მათე,6,15,"და ასე, სულგრძელობით მიაღწია აღთქმას. რომ.4,17."
მათე,6,16,ადამიანები იფიცებენ უმაღლესს და ფიცია მათი ყოველ-
მათე,6,17,"ამიტომ, როცა ღმერთს სურდა “აარა სას გჩვენებინა"
მათე,6,18,"რათა ორ უცვალებელ საქმეში, რაშიც შეუძლებელია"
მათე,6,20,"სადაც არშა, ა... შევიდა იგსო და გახდა"
მათე,7,1,"ვინაიდან ეს მელქისედეკი სალიმის მეფე, უზენაქვსი"
მათე,7,2,რომელსაც აბრაამმა მეათედი უწილადა ყველაფრისაგან.
მათე,7,3,"უმამო, უდედო, უგვარმტომო, არც დღეთა დასაბამი აქვს,"
მათე,7,5,"მათ, ვინც ლევიანთაგან მიიღებენ მღვდლობას, რჯულით"
მათე,7,6,"მან კი ვინც მათი გვარიდან არ არის, მიიღო მეათედი"
მათე,7,7,ხოლო ყოველგვარი ცილობის გარეშე. უმცირესი უმეტესის
მათე,7,9,"და, ასე ვთქვათ, თვით ლევიმ, რომელიც მეათედს ღებუ-"
მათე,7,476,ებრაელთა 7
მათე,7,10,"ვინაიდან ჯერ პკიდეგ მამის სახარდულში იკო, როდესაც"
მათე,7,12,რადგან მღვდლობის შეცვლასთან ერთად საჭიროა რჯულის
მათე,7,14,"ვინაიდან ცხადია, რომ ჩვენი უფალი აღმობრწყინდა იუდა-"
მათე,7,15,"და კიდევ უფრო ნათელია ის, რომ მელქისედეკის მსგა-"
მათე,7,17,ვინაიდან დამოწმებულია: „შენ ხარ მღვდელი უკუნისამდე
მათე,7,18,ადრინდელი მცნება კი გაუქმდა უსუსურობისა და უსარგე-
მათე,7,19,"ვინაიდან რჯულმა ვერაფერი სრულყო, მაგრამ ი..."
მათე,7,20,"და ეს არ მომხდარა ფიცის გარეშე,"
მათე,7,21,"გინაიდან ისინი გახდნენ მ ვდლები ფიცის გარეშე, ეს კი"
მათე,7,22,"ესოდენ უმჯობესი აღთქმის თავდებიც იესო გახდა. ებრ.8,5."
მათე,7,23,"მღვდელი ბევრი იყო, რადგან სიკვდილის გამო ვერ რჩე-"
მათე,7,24,"მას გი, უკუნისამდე დარჩენით გარდუვალი მღვდლობა"
მათე,7,26,"ასეთი მღვდელმთავარი შეგვფერის ჩვენ: წმიდა, უმანკო,"
მათე,7,28,ვინაიდან რჯული აყენებს უძლურ ადამიანებს მღგდელ-
მათე,8,1,"მთავარი, რაზედაც ლაპარაკია, ეს არის: გვყაგს ისეთი"
მათე,8,2,"ის არის მსახური წმიდათა და ჭეშმარიტი გარვისა, რომე-"
მათე,8,3,გინაიდან ყოგელი მღგდელმთავარი დაყენებულია ძღგენისა
მათე,8,4,"და თუ დარჩებოდა მიწაზე, აღარ იქნებოდა მღგდელი,"
მათე,8,6,"ახლა კი მან მიიღო უპირატესი მსახურება, რაკი იგი"
მათე,8,7,"ვინაიდან პირველი რომ უნაკლო ყოფილიყო, მეორისათვის"
მათე,8,8,"ვინაიდან უთხრა მათ ყვედრებით: სვა: დადგება დღეები,"
მათე,8,9,"ისეთ აღთქმას გი არა, რომელიც მათ მამებს დავუდე იმ"
მათე,8,11,აღარავინ ასწავლის თაგვის მოძმეს და თავის ძმას და არ
მათე,8,478,ებრაელთა 9
მათე,8,12,ვინაიდან შეგუნდობ მათ უსამართლობას და ცოდვებს
მათე,8,13,"რაკი თქვა: ახალიო, ამით დააძველა პირველი, ხოლო რაც"
მათე,9,1,პირველ აღთქმასაც ჰქონდა ღვთისმსახურების წესდებები
მათე,9,2,"ვინაიდან მოწყობილი იყო პირველი გარავი, რომელშიც"
მათე,9,3,"მეორე ფარდის მიღმა იყო კარავი, სახელწოდებით წმიდა-"
მათე,9,4,რომელსაც ჰქონდა ოქროს სასაკმევლე და ყოველი მხრიდან
მათე,9,5,ხოლო მათ ზემოთ დიდების ქერუბიმნი რომელნიც
მათე,9,6,ასეთნაირად მოწყობილ პირველ კარავში მუდამ შედიან
მათე,9,7,ხოლო მეორეში მარტო მღვდელმთავარი – წელიწადში
მათე,9,8,სულიწმიდა ინანებს ამით რომ ჯერ კიდევ არაა
მათე,9,9,"ეს არის აწმყო დროის მაგალითი, როდესაც სწირავენ"
მათე,9,10,"რაც საჭმელ-სასმელებითა და სხვადასხვა განბანებით, და"
მათე,9,11,"ხოლო ქრისტე, კეთილი მომავლის მღვდელმთავარი, მოვიდა"
მათე,9,12,"არა ვაცთა და ზვარაკთა სისხლით, არამედ საკუთარი სისხ-"
მათე,9,14,"მით უმეტეს სისხლი ქრისტესი, რომელმაც საუკუნო"
მათე,9,15,"ამიტომ ის არის ახალი აღთქმის შუამდგომელი, რათა მისი"
მათე,9,16,"ვინაიდან, სადაც ანდერძია, იქ აუცილებელია მოანდერძის"
მათე,9,17,რადგან ანდერძს ძალა აქვს მხოლოდ სიკვდილის შემდეგ.
მათე,9,18,ამიტომ არც პირგელი აღთქმა იყო დამტკიცებული სისხ-
მათე,9,19,"ვინაიდან მოსემ, როდესაც წარმოთქვა მთელი ხალხის"
მათე,9,20,"და თქვა: „ესაა სისხლი აღთქმისა, რომელიც ღმერთმა"
მათე,9,21,მან კარავსაც და მთელ სამსახურებელ ჭურჭელსაც მოა-
მათე,9,22,"თითქმის ყველაფერი, რჯულის მიხედვით, სისხლით წმი-"
მათე,9,23,"მაშასადამე, იმათი სახეები, რომლებიც ზეცაში არიან,"
მათე,9,24,"ვინაიდან ქრისტე შევიდა არა ხელთქმნიღ წმიდაში,"
მათე,9,25,"და არა იმისათვის, რომ მრავალგხის შეეწიროს, როგორც"
მათე,9,26,მაშინ მას წუთისოფლის დასაბამიდან მრავალგზის
მათე,9,480,ებრაელთა 10
მათე,9,27,და როგორც ადამიანებს ერთხელ უწერიათ სიკვდილი და
მათე,9,28,"ასევე ქრისტეც, რომელმაც ერთხელ შესწირა თავი, რომ"
მათე,10,2,"თორემ შეწყვეტდნენ შესაწირავს, ვინაიდან შემწირვე-"
მათე,10,3,მაგრამ მათში არის ცოდვების ყოველწლიური გახსენება.
მათე,10,4,ვინაიდან ვაცთა და გუროთა სისხლით ცოდვების მოსპობა
მათე,10,5,ამიტომ ქრისტე წუთისოფელში მოსვლისას ამბობს:
მათე,10,6,ყოვლადდასაწველები და ცოდვის გამოსასყიდი არ იყო
მათე,10,7,"მაშინ მე ვთქვი: ""აჰა, მოგდივარ, როგორც წიგნის დასა-"
მათე,10,8,"ზემოთ რომ თქვა: „არც მსხვერპლები, არც შესაწირავები,"
მათე,10,9,"მაშინ დასძინა: „აპა, მოვდივარ შენი ნების აღსასრულე-"
მათე,10,10,ამ ნებით ვართ ჩვენ განწმედილნი იესო ქრისტეს სხეულის
მათე,10,11,"და ყოველი მღვდელი ყოველდღე დგას მსახურებად და მრავალგზის სწირავს იმავე მსხვერპლთ, რომელთაც არასოდეს"
მათე,10,12,მან გი ერთი მსხვერპლი შესწირა ცოდვებისათვის და
მათე,10,13,"მას შემდეგ გი ელის, სანამ მისი მტრები მის ფერხთა"
მათე,10,14,ვინაიდან მან ერთი შეწირვით სამუდამოდ სრულყო განსა-
მათე,10,16,"„აპა აღთქმა, რომელსაც ვგუანდერძებ მათ იმ დღეების"
მათე,10,17,„ცოდვებსა და ურჯულოებას აღარ გავუხსენებ.'
მათე,10,18,"ხოლო სადაც ცოდვების მიტევებაა, იქ საჭირო აღარ არის"
მათე,10,19,"ამრიგად, ძმანო, რაკი გგაქვს გაბედულება წმიდაში შესგ-"
მათე,10,20,"რომელიც გაგვიხსნა მან ფარდით, ესე იგი, თავისი ხორ-"
მათე,10,21,"და გვყავს მღვდელმთავარი ღვთის სახლზე, 1ტიმ.3,15."
მათე,10,22,"მივუახლოვდეთ მას გულმართლად და სრული რწმენით,"
მათე,10,23,"მტკიცედ მივყვეთ იმედის აღსარებას, ვინაიდან აღმთქმელი"
მათე,10,25,"ნუ მიგატოვებთ ჩვენს შესაკრებელს, როგორც ზოგიერ-"
მათე,10,26,"ვინაიდან, თუ ჩვენ მას აქეთ, რაც მივიღეთ ჭეშმარიტების"
მათე,10,27,არამედ სამსჯავროს რაღაც საშინელი მოლოდინი და მოწი-
მათე,10,28,"თუკი ვინმე, მოსეს რჯულის უარმყოფელი, ორი ან სამი"
მათე,10,29,"როგორ ფიქრობთ, რაოდენ უფრო მძიმე სასჯელს დაიმსა-"
მათე,10,482,ებრაელთა 11
მათე,10,30,"რადგან ჩვენ ვიცნობთ იმას, ვინც თქვა: „ჩემია შურისგება"
მათე,10,31,"საშინელებაა ცოცხალი ღვთის ხელში ჩავარდნა! ლუკ.12,5."
მათე,10,32,"გაიხსენეთ უწინდელი დღეები, როცა განათლდით და"
მათე,10,33,"ერთი მხრივ, შეურაცხყოფასა და ჭირში იყავით სხვათა"
მათე,10,34,გინაიდან ჩემს ბორკილებსაც თანაუგრძნობდით და თქვენი
მათე,10,35,"მაშ, ნუ მიატოვებთ თქვენს გაბედულებას, რომელსაც"
მათე,10,36,"მოთმინება გმართებთ თქვენ, რათა აღასრულოთ ღვთის"
მათე,10,37,"ვინაიდან კიდევ ცოტა, ძალიან ცოტაც და მოვა მომავალი,"
მათე,10,38,"მართალი იცოცხლებს რწმენით, ხოლო თუ უგან მიიქცევა,"
მათე,10,39,ხოლო ჩვენ უკან მიქცეულთაგანნი ტი არა ვართ დასაღუპა-
მათე,11,1,"ხოლო რწმენა არის მტკიცე დარწმუნება იმაში, რასაც"
მათე,11,2,მასში მიიღეს უხუცესებმა დამოწმება.
მათე,11,3,"რწმენით შევიტყობთ, რომ საუკუნეები მოწყობილია"
მათე,11,4,რწმენით შესწირა აბელმა ღმერთს კაენისაზე უკეთესი
მათე,11,5,"რწმენით იქნა გადაყვანილი ენოქი, რათა სიკვდილი არ"
მათე,11,6,ხოლო რწმენის გარეშე შეუძლებელია ღვთისთვის მოსა-
მათე,11,8,"რწმენით იყო, რომ დაემორჩილა აბრაამი მოწოდებას,"
მათე,11,9,"რწმენით იყო, რომ შეეხიზნა აღთქმულ ქვეყანას, როგორც"
მათე,11,10,"ვინაიდან ელოდა ქალაქს საძირკვლიანს, რომლის მშენე-"
მათე,11,11,"მენით იყო, რომ სარამაც, უნაყოფომ, მიიღო ძალა"
მათე,11,12,"ამიტომ ერთისაგან და, ისიც ლამის მკვდრისაგან, იშვა"
მათე,11,13,რწმენაში დაიხოცნენ ესენი ყველანი და ვერ მიიღეს
მათე,11,14,"ვინაიდან ისინი, ვინც ასე ლაპარაკობენ, ცხადყოფენ, რომ"
მათე,11,15,"ხოლო თუ გაიხსენებდნენ, საიდან გამოგიდნენ, ექნებოდათ"
მათე,11,16,"მაგრამ მათ სურდათ უკეთესი, ესე იგი, ზეციური. ამიტომ"
მათე,11,17,"რწმენით იყო, რომ მიიყვანა აბრაამმა მსხვერპლად ისაკი,"
მათე,11,18,რომელზეც ნათქვამი იყო: „ისაგში გეყოლება შენ შმშთამო-
მათე,11,19,ვინაიდან მიიჩნია რომ ღმერთს მკვდრეთით აღდგენის
მათე,11,20,"რწმენით იყო, რომ აკურთხა ისაკმა იაკობი და ესავი"
მათე,11,484,ებრაელთა 11
